Personal ID,prolific_pid,age,gender,educ_choice,country,languages,occupation_major,lit_genres_choice,movie_genres_choice,news_freq,news_source_choice,remembered_headlines,num_dc_rem,num_cb_rem,question,clickability,interest,familiarity,credibility,emotion_choice,is_cb,is_descr,is_mystery,is_documentary,topic
R_726PAoqEYNLH00p,0,45 - 54,Мужской,Другое (уточните),Да,Казахский ,Строитель,"Детектив,Романтика,Комедия","Детектив,Романтика,Комедия",Несколько раз в неделю,Facebook,"Изменение часового пояса, ожог ребенка, встреча Токарева и Путина, глобальное потепление, недоплата музыки в Инстаграм ",3,2,dc_h2,1,3,2,3,Любопытство,0,1,1,0,health
R_726PAoqEYNLH00p,0,45 - 54,Мужской,Другое (уточните),Да,Казахский ,Строитель,"Детектив,Романтика,Комедия","Детектив,Романтика,Комедия",Несколько раз в неделю,Facebook,"Изменение часового пояса, ожог ребенка, встреча Токарева и Путина, глобальное потепление, недоплата музыки в Инстаграм ",3,2,dc_s1,1,2,2,3,Любопытство,0,1,1,0,science
R_726PAoqEYNLH00p,0,45 - 54,Мужской,Другое (уточните),Да,Казахский ,Строитель,"Детектив,Романтика,Комедия","Детектив,Романтика,Комедия",Несколько раз в неделю,Facebook,"Изменение часового пояса, ожог ребенка, встреча Токарева и Путина, глобальное потепление, недоплата музыки в Инстаграм ",3,2,cb_s2,5,4,1,7,Любопытство,1,0,1,0,science
R_2mW4mkg8AcagwUR,0,18-24,Женский,Бакалавриат,Казахстан ,Русский,Экономика,"Фэнтези,Детектив,Романтика","Фэнтези,Детектив,Романтика",Несколько раз в неделю,Instagram,"1) следы марсианина
2) Токаев об едином часовом поясе
3) Токаев высказался об отечественных фильмах
4)Трамп: скоро эта ужасная война закончится
5) Климатическая катастрофа Казахстана
6)Диагноз ребенка в Семее
7) ковид 19: возвращается масочный режим",3,4,dc_p1,1,1,3,3,Злость,0,1,1,0,politics
R_2mW4mkg8AcagwUR,0,18-24,Женский,Бакалавриат,Казахстан ,Русский,Экономика,"Фэнтези,Детектив,Романтика","Фэнтези,Детектив,Романтика",Несколько раз в неделю,Instagram,"1) следы марсианина
2) Токаев об едином часовом поясе
3) Токаев высказался об отечественных фильмах
4)Трамп: скоро эта ужасная война закончится
5) Климатическая катастрофа Казахстана
6)Диагноз ребенка в Семее
7) ковид 19: возвращается масочный режим",3,4,cb_p2,1,2,1,5,Не вызывает эмоции,1,0,1,0,politics
R_2mW4mkg8AcagwUR,0,18-24,Женский,Бакалавриат,Казахстан ,Русский,Экономика,"Фэнтези,Детектив,Романтика","Фэнтези,Детектив,Романтика",Несколько раз в неделю,Instagram,"1) следы марсианина
2) Токаев об едином часовом поясе
3) Токаев высказался об отечественных фильмах
4)Трамп: скоро эта ужасная война закончится
5) Климатическая катастрофа Казахстана
6)Диагноз ребенка в Семее
7) ковид 19: возвращается масочный режим",3,4,cb_e1,1,1,1,1,Не вызывает эмоции,1,0,1,0,entertainment
R_2mW4mkg8AcagwUR,0,18-24,Женский,Бакалавриат,Казахстан ,Русский,Экономика,"Фэнтези,Детектив,Романтика","Фэнтези,Детектив,Романтика",Несколько раз в неделю,Instagram,"1) следы марсианина
2) Токаев об едином часовом поясе
3) Токаев высказался об отечественных фильмах
4)Трамп: скоро эта ужасная война закончится
5) Климатическая катастрофа Казахстана
6)Диагноз ребенка в Семее
7) ковид 19: возвращается масочный режим",3,4,dc_e2,1,1,1,1,Не вызывает эмоции,0,1,1,0,entertainment
R_2mW4mkg8AcagwUR,0,18-24,Женский,Бакалавриат,Казахстан ,Русский,Экономика,"Фэнтези,Детектив,Романтика","Фэнтези,Детектив,Романтика",Несколько раз в неделю,Instagram,"1) следы марсианина
2) Токаев об едином часовом поясе
3) Токаев высказался об отечественных фильмах
4)Трамп: скоро эта ужасная война закончится
5) Климатическая катастрофа Казахстана
6)Диагноз ребенка в Семее
7) ковид 19: возвращается масочный режим",3,4,dc_h1,4,5,4,4,Страх,0,1,1,0,health
R_2mW4mkg8AcagwUR,0,18-24,Женский,Бакалавриат,Казахстан ,Русский,Экономика,"Фэнтези,Детектив,Романтика","Фэнтези,Детектив,Романтика",Несколько раз в неделю,Instagram,"1) следы марсианина
2) Токаев об едином часовом поясе
3) Токаев высказался об отечественных фильмах
4)Трамп: скоро эта ужасная война закончится
5) Климатическая катастрофа Казахстана
6)Диагноз ребенка в Семее
7) ковид 19: возвращается масочный режим",3,4,cb_h2,1,1,1,4,Другое (уточните),1,0,1,0,health
R_2mW4mkg8AcagwUR,0,18-24,Женский,Бакалавриат,Казахстан ,Русский,Экономика,"Фэнтези,Детектив,Романтика","Фэнтези,Детектив,Романтика",Несколько раз в неделю,Instagram,"1) следы марсианина
2) Токаев об едином часовом поясе
3) Токаев высказался об отечественных фильмах
4)Трамп: скоро эта ужасная война закончится
5) Климатическая катастрофа Казахстана
6)Диагноз ребенка в Семее
7) ковид 19: возвращается масочный режим",3,4,cb_s1,1,1,3,3,Страх,1,0,1,0,science
R_2mW4mkg8AcagwUR,0,18-24,Женский,Бакалавриат,Казахстан ,Русский,Экономика,"Фэнтези,Детектив,Романтика","Фэнтези,Детектив,Романтика",Несколько раз в неделю,Instagram,"1) следы марсианина
2) Токаев об едином часовом поясе
3) Токаев высказался об отечественных фильмах
4)Трамп: скоро эта ужасная война закончится
5) Климатическая катастрофа Казахстана
6)Диагноз ребенка в Семее
7) ковид 19: возвращается масочный режим",3,4,dc_s2,1,1,1,3,Не вызывает эмоции,0,1,1,0,science
R_2G2B2Q2IQu7MgBH,0,18-24,Мужской,Бакалавриат,Kazakhstan 🇰🇿🇰🇿🇰🇿,"Казахский, русский",Computer science ,"Фэнтези,Научная фантастика,Детектив","Фэнтези,Научная фантастика,Комедия",Реже одного раза в месяц,Онлайн новостные сайты (уточните),"Про Марсовский океан, ковид в Астане, погодные изменения в Астане, семейский 
геправильный диагноз ребенку, проверка отечественного кино, комментарий Трампа про окончание войну, пока писал забыл последний😭",5,1,dc_p1,1,1,4,1,Злость,0,1,1,0,politics
R_2G2B2Q2IQu7MgBH,0,18-24,Мужской,Бакалавриат,Kazakhstan 🇰🇿🇰🇿🇰🇿,"Казахский, русский",Computer science ,"Фэнтези,Научная фантастика,Детектив","Фэнтези,Научная фантастика,Комедия",Реже одного раза в месяц,Онлайн новостные сайты (уточните),"Про Марсовский океан, ковид в Астане, погодные изменения в Астане, семейский 
геправильный диагноз ребенку, проверка отечественного кино, комментарий Трампа про окончание войну, пока писал забыл последний😭",5,1,cb_p2,1,1,4,4,Не вызывает эмоции,1,0,1,0,politics
R_2G2B2Q2IQu7MgBH,0,18-24,Мужской,Бакалавриат,Kazakhstan 🇰🇿🇰🇿🇰🇿,"Казахский, русский",Computer science ,"Фэнтези,Научная фантастика,Детектив","Фэнтези,Научная фантастика,Комедия",Реже одного раза в месяц,Онлайн новостные сайты (уточните),"Про Марсовский океан, ковид в Астане, погодные изменения в Астане, семейский 
геправильный диагноз ребенку, проверка отечественного кино, комментарий Трампа про окончание войну, пока писал забыл последний😭",5,1,cb_e1,1,1,1,1,Не вызывает эмоции,1,0,1,0,entertainment
R_2G2B2Q2IQu7MgBH,0,18-24,Мужской,Бакалавриат,Kazakhstan 🇰🇿🇰🇿🇰🇿,"Казахский, русский",Computer science ,"Фэнтези,Научная фантастика,Детектив","Фэнтези,Научная фантастика,Комедия",Реже одного раза в месяц,Онлайн новостные сайты (уточните),"Про Марсовский океан, ковид в Астане, погодные изменения в Астане, семейский 
геправильный диагноз ребенку, проверка отечественного кино, комментарий Трампа про окончание войну, пока писал забыл последний😭",5,1,dc_e2,1,1,4,1,Не вызывает эмоции,0,1,1,0,entertainment
R_2G2B2Q2IQu7MgBH,0,18-24,Мужской,Бакалавриат,Kazakhstan 🇰🇿🇰🇿🇰🇿,"Казахский, русский",Computer science ,"Фэнтези,Научная фантастика,Детектив","Фэнтези,Научная фантастика,Комедия",Реже одного раза в месяц,Онлайн новостные сайты (уточните),"Про Марсовский океан, ковид в Астане, погодные изменения в Астане, семейский 
геправильный диагноз ребенку, проверка отечественного кино, комментарий Трампа про окончание войну, пока писал забыл последний😭",5,1,dc_h1,4,4,1,3,Страх,0,1,1,0,health
R_2G2B2Q2IQu7MgBH,0,18-24,Мужской,Бакалавриат,Kazakhstan 🇰🇿🇰🇿🇰🇿,"Казахский, русский",Computer science ,"Фэнтези,Научная фантастика,Детектив","Фэнтези,Научная фантастика,Комедия",Реже одного раза в месяц,Онлайн новостные сайты (уточните),"Про Марсовский океан, ковид в Астане, погодные изменения в Астане, семейский 
геправильный диагноз ребенку, проверка отечественного кино, комментарий Трампа про окончание войну, пока писал забыл последний😭",5,1,cb_h2,1,1,2,6,Другое (уточните),1,0,1,0,health
R_2G2B2Q2IQu7MgBH,0,18-24,Мужской,Бакалавриат,Kazakhstan 🇰🇿🇰🇿🇰🇿,"Казахский, русский",Computer science ,"Фэнтези,Научная фантастика,Детектив","Фэнтези,Научная фантастика,Комедия",Реже одного раза в месяц,Онлайн новостные сайты (уточните),"Про Марсовский океан, ковид в Астане, погодные изменения в Астане, семейский 
геправильный диагноз ребенку, проверка отечественного кино, комментарий Трампа про окончание войну, пока писал забыл последний😭",5,1,cb_s1,1,1,1,3,Не вызывает эмоции,1,0,1,0,science
R_2G2B2Q2IQu7MgBH,0,18-24,Мужской,Бакалавриат,Kazakhstan 🇰🇿🇰🇿🇰🇿,"Казахский, русский",Computer science ,"Фэнтези,Научная фантастика,Детектив","Фэнтези,Научная фантастика,Комедия",Реже одного раза в месяц,Онлайн новостные сайты (уточните),"Про Марсовский океан, ковид в Астане, погодные изменения в Астане, семейский 
геправильный диагноз ребенку, проверка отечественного кино, комментарий Трампа про окончание войну, пока писал забыл последний😭",5,1,dc_s2,3,5,2,6,Любопытство,0,1,1,0,science
R_8Mhu6odWO1aPmeA,0,18-24,Женский,Бакалавриат,Казахстан,"Казахский, русский",Информационные системы,"Комедия,Другое (уточните)","Детектив,Криминал,Комедия",Раз в 2 недели,Instagram,Ребёнок из Семея с ожогами из роддома санавиацие летит в Астану; Пляжные курорты на Марсе; Коронавирус и маски в Казахстане; Токаев отменил возврат старых часовых поясов; Трам и Путин разговаривают; Какие то модели поведения;,2,5,cb_p1,1,1,1,1,Не вызывает эмоции,1,0,1,0,politics
R_8Mhu6odWO1aPmeA,0,18-24,Женский,Бакалавриат,Казахстан,"Казахский, русский",Информационные системы,"Комедия,Другое (уточните)","Детектив,Криминал,Комедия",Раз в 2 недели,Instagram,Ребёнок из Семея с ожогами из роддома санавиацие летит в Астану; Пляжные курорты на Марсе; Коронавирус и маски в Казахстане; Токаев отменил возврат старых часовых поясов; Трам и Путин разговаривают; Какие то модели поведения;,2,5,dc_p2,2,2,5,4,Не вызывает эмоции,0,1,1,0,politics
R_8Mhu6odWO1aPmeA,0,18-24,Женский,Бакалавриат,Казахстан,"Казахский, русский",Информационные системы,"Комедия,Другое (уточните)","Детектив,Криминал,Комедия",Раз в 2 недели,Instagram,Ребёнок из Семея с ожогами из роддома санавиацие летит в Астану; Пляжные курорты на Марсе; Коронавирус и маски в Казахстане; Токаев отменил возврат старых часовых поясов; Трам и Путин разговаривают; Какие то модели поведения;,2,5,dc_e1,1,1,1,4,Не вызывает эмоции,0,1,1,0,entertainment
R_8Mhu6odWO1aPmeA,0,18-24,Женский,Бакалавриат,Казахстан,"Казахский, русский",Информационные системы,"Комедия,Другое (уточните)","Детектив,Криминал,Комедия",Раз в 2 недели,Instagram,Ребёнок из Семея с ожогами из роддома санавиацие летит в Астану; Пляжные курорты на Марсе; Коронавирус и маски в Казахстане; Токаев отменил возврат старых часовых поясов; Трам и Путин разговаривают; Какие то модели поведения;,2,5,cb_e2,1,1,1,1,Другое (уточните),1,0,1,0,entertainment
R_8Mhu6odWO1aPmeA,0,18-24,Женский,Бакалавриат,Казахстан,"Казахский, русский",Информационные системы,"Комедия,Другое (уточните)","Детектив,Криминал,Комедия",Раз в 2 недели,Instagram,Ребёнок из Семея с ожогами из роддома санавиацие летит в Астану; Пляжные курорты на Марсе; Коронавирус и маски в Казахстане; Токаев отменил возврат старых часовых поясов; Трам и Путин разговаривают; Какие то модели поведения;,2,5,cb_h1,5,5,6,4,Любопытство,1,0,1,0,health
R_8Mhu6odWO1aPmeA,0,18-24,Женский,Бакалавриат,Казахстан,"Казахский, русский",Информационные системы,"Комедия,Другое (уточните)","Детектив,Криминал,Комедия",Раз в 2 недели,Instagram,Ребёнок из Семея с ожогами из роддома санавиацие летит в Астану; Пляжные курорты на Марсе; Коронавирус и маски в Казахстане; Токаев отменил возврат старых часовых поясов; Трам и Путин разговаривают; Какие то модели поведения;,2,5,dc_h2,2,2,2,3,Страх,0,1,1,0,health
R_8Mhu6odWO1aPmeA,0,18-24,Женский,Бакалавриат,Казахстан,"Казахский, русский",Информационные системы,"Комедия,Другое (уточните)","Детектив,Криминал,Комедия",Раз в 2 недели,Instagram,Ребёнок из Семея с ожогами из роддома санавиацие летит в Астану; Пляжные курорты на Марсе; Коронавирус и маски в Казахстане; Токаев отменил возврат старых часовых поясов; Трам и Путин разговаривают; Какие то модели поведения;,2,5,dc_s1,2,2,2,2,Злость,0,1,1,0,science
R_8Mhu6odWO1aPmeA,0,18-24,Женский,Бакалавриат,Казахстан,"Казахский, русский",Информационные системы,"Комедия,Другое (уточните)","Детектив,Криминал,Комедия",Раз в 2 недели,Instagram,Ребёнок из Семея с ожогами из роддома санавиацие летит в Астану; Пляжные курорты на Марсе; Коронавирус и маски в Казахстане; Токаев отменил возврат старых часовых поясов; Трам и Путин разговаривают; Какие то модели поведения;,2,5,cb_s2,1,1,1,1,Любопытство,1,0,1,0,science
R_4MugxNQDQMiftJf,0,18-24,Мужской,Среднее образование,Казахстан,Русский ,Студент SEDS: MAE ,"Детектив,Комедия,Документальная литература","Криминал,Романтика,Комедия",Несколько раз в день,Instagram,Токаев предлагает проверять Казахстанские фильмы перед прокатом. Пожар в роддоме в Семее. Скандал с KazAK - что это за организация. Китайский марсоход обнаружил следы океана. Трамп: эта ужасная война может скоро закончиться. ,4,0,dc_p1,4,5,4,3,Воодушевление,0,1,1,1,politics
R_4MugxNQDQMiftJf,0,18-24,Мужской,Среднее образование,Казахстан,Русский ,Студент SEDS: MAE ,"Детектив,Комедия,Документальная литература","Криминал,Романтика,Комедия",Несколько раз в день,Instagram,Токаев предлагает проверять Казахстанские фильмы перед прокатом. Пожар в роддоме в Семее. Скандал с KazAK - что это за организация. Китайский марсоход обнаружил следы океана. Трамп: эта ужасная война может скоро закончиться. ,4,0,cb_p2,4,4,6,4,Не вызывает эмоции,1,0,1,1,politics
R_4MugxNQDQMiftJf,0,18-24,Мужской,Среднее образование,Казахстан,Русский ,Студент SEDS: MAE ,"Детектив,Комедия,Документальная литература","Криминал,Романтика,Комедия",Несколько раз в день,Instagram,Токаев предлагает проверять Казахстанские фильмы перед прокатом. Пожар в роддоме в Семее. Скандал с KazAK - что это за организация. Китайский марсоход обнаружил следы океана. Трамп: эта ужасная война может скоро закончиться. ,4,0,cb_e1,3,3,1,4,Любопытство,1,0,1,1,entertainment
R_4MugxNQDQMiftJf,0,18-24,Мужской,Среднее образование,Казахстан,Русский ,Студент SEDS: MAE ,"Детектив,Комедия,Документальная литература","Криминал,Романтика,Комедия",Несколько раз в день,Instagram,Токаев предлагает проверять Казахстанские фильмы перед прокатом. Пожар в роддоме в Семее. Скандал с KazAK - что это за организация. Китайский марсоход обнаружил следы океана. Трамп: эта ужасная война может скоро закончиться. ,4,0,dc_e2,5,7,3,4,Воодушевление,0,1,1,1,entertainment
R_4MugxNQDQMiftJf,0,18-24,Мужской,Среднее образование,Казахстан,Русский ,Студент SEDS: MAE ,"Детектив,Комедия,Документальная литература","Криминал,Романтика,Комедия",Несколько раз в день,Instagram,Токаев предлагает проверять Казахстанские фильмы перед прокатом. Пожар в роддоме в Семее. Скандал с KazAK - что это за организация. Китайский марсоход обнаружил следы океана. Трамп: эта ужасная война может скоро закончиться. ,4,0,dc_h1,4,3,1,2,Любопытство,0,1,1,1,health
R_4MugxNQDQMiftJf,0,18-24,Мужской,Среднее образование,Казахстан,Русский ,Студент SEDS: MAE ,"Детектив,Комедия,Документальная литература","Криминал,Романтика,Комедия",Несколько раз в день,Instagram,Токаев предлагает проверять Казахстанские фильмы перед прокатом. Пожар в роддоме в Семее. Скандал с KazAK - что это за организация. Китайский марсоход обнаружил следы океана. Трамп: эта ужасная война может скоро закончиться. ,4,0,cb_h2,3,4,1,3,Злость,1,0,1,1,health
R_4MugxNQDQMiftJf,0,18-24,Мужской,Среднее образование,Казахстан,Русский ,Студент SEDS: MAE ,"Детектив,Комедия,Документальная литература","Криминал,Романтика,Комедия",Несколько раз в день,Instagram,Токаев предлагает проверять Казахстанские фильмы перед прокатом. Пожар в роддоме в Семее. Скандал с KazAK - что это за организация. Китайский марсоход обнаружил следы океана. Трамп: эта ужасная война может скоро закончиться. ,4,0,cb_s1,4,3,4,5,Страх,1,0,1,1,science
R_4MugxNQDQMiftJf,0,18-24,Мужской,Среднее образование,Казахстан,Русский ,Студент SEDS: MAE ,"Детектив,Комедия,Документальная литература","Криминал,Романтика,Комедия",Несколько раз в день,Instagram,Токаев предлагает проверять Казахстанские фильмы перед прокатом. Пожар в роддоме в Семее. Скандал с KazAK - что это за организация. Китайский марсоход обнаружил следы океана. Трамп: эта ужасная война может скоро закончиться. ,4,0,dc_s2,4,6,3,4,Воодушевление,0,1,1,1,science
R_8WDnkc7DzLdmaDu,0,25 - 34,Женский,Магистратура,Казахстан,Казахский,Менеджмент,"Фэнтези,Научная фантастика,Детектив","Научная фантастика,Романтика,Комедия",Раз в 2 недели,Instagram,Про казахстанских артистов ,1,0,cb_p1,5,5,5,5,Любопытство,1,0,1,0,politics
R_8WDnkc7DzLdmaDu,0,25 - 34,Женский,Магистратура,Казахстан,Казахский,Менеджмент,"Фэнтези,Научная фантастика,Детектив","Научная фантастика,Романтика,Комедия",Раз в 2 недели,Instagram,Про казахстанских артистов ,1,0,dc_p2,7,7,2,2,Надежда,0,1,1,0,politics
R_8WDnkc7DzLdmaDu,0,25 - 34,Женский,Магистратура,Казахстан,Казахский,Менеджмент,"Фэнтези,Научная фантастика,Детектив","Научная фантастика,Романтика,Комедия",Раз в 2 недели,Instagram,Про казахстанских артистов ,1,0,dc_e1,7,7,4,3,Любопытство,0,1,1,0,entertainment
R_8WDnkc7DzLdmaDu,0,25 - 34,Женский,Магистратура,Казахстан,Казахский,Менеджмент,"Фэнтези,Научная фантастика,Детектив","Научная фантастика,Романтика,Комедия",Раз в 2 недели,Instagram,Про казахстанских артистов ,1,0,cb_e2,5,7,5,4,Злость,1,0,1,0,entertainment
R_8WDnkc7DzLdmaDu,0,25 - 34,Женский,Магистратура,Казахстан,Казахский,Менеджмент,"Фэнтези,Научная фантастика,Детектив","Научная фантастика,Романтика,Комедия",Раз в 2 недели,Instagram,Про казахстанских артистов ,1,0,cb_h1,3,1,2,2,Страх,1,0,1,0,health
R_8WDnkc7DzLdmaDu,0,25 - 34,Женский,Магистратура,Казахстан,Казахский,Менеджмент,"Фэнтези,Научная фантастика,Детектив","Научная фантастика,Романтика,Комедия",Раз в 2 недели,Instagram,Про казахстанских артистов ,1,0,dc_h2,5,3,1,3,Страх,0,1,1,0,health
R_8WDnkc7DzLdmaDu,0,25 - 34,Женский,Магистратура,Казахстан,Казахский,Менеджмент,"Фэнтези,Научная фантастика,Детектив","Научная фантастика,Романтика,Комедия",Раз в 2 недели,Instagram,Про казахстанских артистов ,1,0,dc_s1,4,4,4,4,Страх,0,1,1,0,science
R_8WDnkc7DzLdmaDu,0,25 - 34,Женский,Магистратура,Казахстан,Казахский,Менеджмент,"Фэнтези,Научная фантастика,Детектив","Научная фантастика,Романтика,Комедия",Раз в 2 недели,Instagram,Про казахстанских артистов ,1,0,cb_s2,4,1,1,1,Не вызывает эмоции,1,0,1,0,science
R_6O6A8V9k8HCUDz3,0,18-24,Женский,Бакалавриат,Казахстан,казахский,политология и международные отношения ,"Романтика,Другое (уточните)","Романтика,Комедия",Несколько раз в день,Онлайн новостные сайты (уточните),"чп в семее:предварительный диагноз, масочный режим в казахстане может вернуться, токаев высказался о часовом поясе, токаев предложил проверять отечественное кино перед выпуском, климатические последние для казахстана, трамп: возможно эта война скоро закончится",3,3,dc_p1,6,6,6,7,Надежда,0,1,0,0,politics
R_6O6A8V9k8HCUDz3,0,18-24,Женский,Бакалавриат,Казахстан,казахский,политология и международные отношения ,"Романтика,Другое (уточните)","Романтика,Комедия",Несколько раз в день,Онлайн новостные сайты (уточните),"чп в семее:предварительный диагноз, масочный режим в казахстане может вернуться, токаев высказался о часовом поясе, токаев предложил проверять отечественное кино перед выпуском, климатические последние для казахстана, трамп: возможно эта война скоро закончится",3,3,cb_p2,3,2,7,3,Не вызывает эмоции,1,0,0,0,politics
R_6O6A8V9k8HCUDz3,0,18-24,Женский,Бакалавриат,Казахстан,казахский,политология и международные отношения ,"Романтика,Другое (уточните)","Романтика,Комедия",Несколько раз в день,Онлайн новостные сайты (уточните),"чп в семее:предварительный диагноз, масочный режим в казахстане может вернуться, токаев высказался о часовом поясе, токаев предложил проверять отечественное кино перед выпуском, климатические последние для казахстана, трамп: возможно эта война скоро закончится",3,3,cb_e1,2,1,1,3,Не вызывает эмоции,1,0,0,0,entertainment
R_6O6A8V9k8HCUDz3,0,18-24,Женский,Бакалавриат,Казахстан,казахский,политология и международные отношения ,"Романтика,Другое (уточните)","Романтика,Комедия",Несколько раз в день,Онлайн новостные сайты (уточните),"чп в семее:предварительный диагноз, масочный режим в казахстане может вернуться, токаев высказался о часовом поясе, токаев предложил проверять отечественное кино перед выпуском, климатические последние для казахстана, трамп: возможно эта война скоро закончится",3,3,dc_e2,3,2,1,4,Любопытство,0,1,0,0,entertainment
R_6O6A8V9k8HCUDz3,0,18-24,Женский,Бакалавриат,Казахстан,казахский,политология и международные отношения ,"Романтика,Другое (уточните)","Романтика,Комедия",Несколько раз в день,Онлайн новостные сайты (уточните),"чп в семее:предварительный диагноз, масочный режим в казахстане может вернуться, токаев высказался о часовом поясе, токаев предложил проверять отечественное кино перед выпуском, климатические последние для казахстана, трамп: возможно эта война скоро закончится",3,3,dc_h1,5,5,7,5,Страх,0,1,0,0,health
R_6O6A8V9k8HCUDz3,0,18-24,Женский,Бакалавриат,Казахстан,казахский,политология и международные отношения ,"Романтика,Другое (уточните)","Романтика,Комедия",Несколько раз в день,Онлайн новостные сайты (уточните),"чп в семее:предварительный диагноз, масочный режим в казахстане может вернуться, токаев высказался о часовом поясе, токаев предложил проверять отечественное кино перед выпуском, климатические последние для казахстана, трамп: возможно эта война скоро закончится",3,3,cb_h2,1,1,1,1,Не вызывает эмоции,1,0,0,0,health
R_6O6A8V9k8HCUDz3,0,18-24,Женский,Бакалавриат,Казахстан,казахский,политология и международные отношения ,"Романтика,Другое (уточните)","Романтика,Комедия",Несколько раз в день,Онлайн новостные сайты (уточните),"чп в семее:предварительный диагноз, масочный режим в казахстане может вернуться, токаев высказался о часовом поясе, токаев предложил проверять отечественное кино перед выпуском, климатические последние для казахстана, трамп: возможно эта война скоро закончится",3,3,cb_s1,6,7,6,5,Любопытство,1,0,0,0,science
R_6O6A8V9k8HCUDz3,0,18-24,Женский,Бакалавриат,Казахстан,казахский,политология и международные отношения ,"Романтика,Другое (уточните)","Романтика,Комедия",Несколько раз в день,Онлайн новостные сайты (уточните),"чп в семее:предварительный диагноз, масочный режим в казахстане может вернуться, токаев высказался о часовом поясе, токаев предложил проверять отечественное кино перед выпуском, климатические последние для казахстана, трамп: возможно эта война скоро закончится",3,3,dc_s2,4,4,1,4,Любопытство,0,1,0,0,science
R_7wHLbopL1fpASD1,0,18-24,Женский,Бакалавриат,Казахстан,"Казахский, Русский",Строительная Инженерия,"Фэнтези,Детектив,Романтика","Фэнтези,Детектив,Романтика",Несколько раз в день,Instagram,"«Ребенка доставили санавиацией из Семея в Астану», «Токаев призывает прекратить дискуссии по поводу смены часового пояса», «Коронавирус в Казахстане: маски и удаленка»",1,2,cb_p1,1,1,1,1,Не вызывает эмоции,1,0,1,0,politics
R_7wHLbopL1fpASD1,0,18-24,Женский,Бакалавриат,Казахстан,"Казахский, Русский",Строительная Инженерия,"Фэнтези,Детектив,Романтика","Фэнтези,Детектив,Романтика",Несколько раз в день,Instagram,"«Ребенка доставили санавиацией из Семея в Астану», «Токаев призывает прекратить дискуссии по поводу смены часового пояса», «Коронавирус в Казахстане: маски и удаленка»",1,2,dc_p2,5,7,5,4,Любопытство,0,1,1,0,politics
R_7wHLbopL1fpASD1,0,18-24,Женский,Бакалавриат,Казахстан,"Казахский, Русский",Строительная Инженерия,"Фэнтези,Детектив,Романтика","Фэнтези,Детектив,Романтика",Несколько раз в день,Instagram,"«Ребенка доставили санавиацией из Семея в Астану», «Токаев призывает прекратить дискуссии по поводу смены часового пояса», «Коронавирус в Казахстане: маски и удаленка»",1,2,dc_e1,6,6,5,5,Любопытство,0,1,1,0,entertainment
R_7wHLbopL1fpASD1,0,18-24,Женский,Бакалавриат,Казахстан,"Казахский, Русский",Строительная Инженерия,"Фэнтези,Детектив,Романтика","Фэнтези,Детектив,Романтика",Несколько раз в день,Instagram,"«Ребенка доставили санавиацией из Семея в Астану», «Токаев призывает прекратить дискуссии по поводу смены часового пояса», «Коронавирус в Казахстане: маски и удаленка»",1,2,cb_e2,2,1,3,2,Не вызывает эмоции,1,0,1,0,entertainment
R_7wHLbopL1fpASD1,0,18-24,Женский,Бакалавриат,Казахстан,"Казахский, Русский",Строительная Инженерия,"Фэнтези,Детектив,Романтика","Фэнтези,Детектив,Романтика",Несколько раз в день,Instagram,"«Ребенка доставили санавиацией из Семея в Астану», «Токаев призывает прекратить дискуссии по поводу смены часового пояса», «Коронавирус в Казахстане: маски и удаленка»",1,2,cb_h1,3,2,6,1,Злость,1,0,1,0,health
R_7wHLbopL1fpASD1,0,18-24,Женский,Бакалавриат,Казахстан,"Казахский, Русский",Строительная Инженерия,"Фэнтези,Детектив,Романтика","Фэнтези,Детектив,Романтика",Несколько раз в день,Instagram,"«Ребенка доставили санавиацией из Семея в Астану», «Токаев призывает прекратить дискуссии по поводу смены часового пояса», «Коронавирус в Казахстане: маски и удаленка»",1,2,dc_h2,4,4,1,5,Другое (уточните),0,1,1,0,health
R_7wHLbopL1fpASD1,0,18-24,Женский,Бакалавриат,Казахстан,"Казахский, Русский",Строительная Инженерия,"Фэнтези,Детектив,Романтика","Фэнтези,Детектив,Романтика",Несколько раз в день,Instagram,"«Ребенка доставили санавиацией из Семея в Астану», «Токаев призывает прекратить дискуссии по поводу смены часового пояса», «Коронавирус в Казахстане: маски и удаленка»",1,2,dc_s1,4,4,3,6,Не вызывает эмоции,0,1,1,0,science
R_7wHLbopL1fpASD1,0,18-24,Женский,Бакалавриат,Казахстан,"Казахский, Русский",Строительная Инженерия,"Фэнтези,Детектив,Романтика","Фэнтези,Детектив,Романтика",Несколько раз в день,Instagram,"«Ребенка доставили санавиацией из Семея в Астану», «Токаев призывает прекратить дискуссии по поводу смены часового пояса», «Коронавирус в Казахстане: маски и удаленка»",1,2,cb_s2,1,1,1,1,Не вызывает эмоции,1,0,1,0,science
R_7xdlrKVh4PWLnVv,0,18-24,Женский,Другое (уточните),Казахстан,"Казахский, русский ",Общая медицина,"Фэнтези,Научная фантастика,Детектив","Фэнтези,Другое (уточните)",Несколько раз в неделю,Instagram,"Китайский марсоход нашел следы океана на Марсе 
Трамп:Эта ужасная война наконец закончится 
ЧП в роддоме Семея: ребенку поставили предварительный диагноз ",3,0,dc_p1,1,1,1,1,Не вызывает эмоции,0,1,1,0,politics
